Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,44309.98681,photo,healthy eating,negative,10
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,44148.02292,photo,healthy eating,positive,70
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,44356.42569,photo,healthy eating,positive,30
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,44133.82014,photo,healthy eating,positive,65
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,44330.53264,photo,healthy eating,positive,60
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,44047.23611,photo,healthy eating,negative,0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,44050.17292,photo,healthy eating,positive,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,44127.88819,photo,healthy eating,positive,72
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,44149.99514,photo,healthy eating,positive,72
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,44047.80972,photo,healthy eating,negative,12
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,44147.20417,photo,healthy eating,positive,30
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,44289.51181,photo,technology,negative,12
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,44101.92708,photo,technology,positive,70
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,44131.23958,photo,technology,positive,60
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,44119.38264,photo,technology,negative,15
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,44323.38611,photo,technology,positive,60
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,44090.36042,photo,technology,negative,5
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,44133.65139,photo,technology,neutral,20
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,44340.75208,video,food,negative,15
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,44252.83472,GIF,cooking,positive,30
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,44318.15625,GIF,cooking,negative,5
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,44224.36736,GIF,cooking,positive,70
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,44242.54583,GIF,cooking,neutral,35
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,44139.89236,GIF,cooking,negative,10
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,44005.925,GIF,cooking,positive,65
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,44243.16736,GIF,cooking,positive,70
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,44199.36389,GIF,cooking,positive,30
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,44160.53125,GIF,cooking,positive,72
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,44168.69931,GIF,cooking,positive,50
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,44338.87708,GIF,cooking,positive,50
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,44214.56875,GIF,cooking,positive,70
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,44202.02431,GIF,cooking,neutral,20
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,44330.60625,GIF,cooking,positive,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,44343.63958,GIF,cooking,negative,12
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,44033.09167,GIF,cooking,neutral,35
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,44342.25625,GIF,cooking,negative,10
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,44252.13611,GIF,cooking,negative,10
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,44172.95139,GIF,cooking,positive,45
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,44128.5875,GIF,cooking,neutral,20
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,44075.8875,GIF,cooking,neutral,35
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,44326.92153,GIF,cooking,positive,72
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,44239.69236,video,dogs,positive,70
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44314.64028,video,dogs,positive,60
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,44220.02639,video,dogs,positive,45
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,44273.07847,video,dogs,negative,12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,44210.30625,video,dogs,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44188.17431,video,dogs,positive,60
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,44337.30764,video,dogs,negative,5
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,44283.97569,video,dogs,positive,50
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,44090.31458,video,dogs,neutral,35
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,44143.45347,video,dogs,neutral,20
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44261.22431,video,dogs,positive,60
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,44209.98264,video,dogs,negative,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,44080.94097,video,dogs,positive,70
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44006.39653,video,dogs,positive,30
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,44234.90208,video,dogs,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,44217.76944,video,dogs,positive,45
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,44254.01458,video,dogs,negative,10
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,44065.50417,video,dogs,negative,12
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,44046.27014,video,dogs,positive,70
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,44045.26389,video,dogs,negative,15
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,44351.20625,video,dogs,positive,70
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,44125.37986,video,dogs,positive,75
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,44191.82361,video,dogs,negative,10
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,44257.94931,video,dogs,negative,15
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,44286.40833,video,dogs,neutral,20
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44361.57222,video,dogs,positive,30
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,44192.71111,video,dogs,negative,15
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,44238.16042,video,dogs,negative,15
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44172.79653,video,dogs,positive,30
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44193.35486,video,dogs,positive,30
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44130.22708,video,dogs,positive,30
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,44100.77986,video,dogs,negative,12
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,44160.54236,video,dogs,negative,15
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44023.24375,video,dogs,positive,60
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44274.68264,video,dogs,positive,60
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,44115.77153,video,dogs,positive,30
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,44137.84375,video,dogs,positive,60
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,44105.14931,video,dogs,positive,70
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,44238.84028,video,dogs,negative,0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,44234.66597,video,dogs,positive,70
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,44121.49028,video,dogs,negative,5
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,44052.82014,video,dogs,positive,50
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,44228.11111,video,dogs,positive,65
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,44226.4,video,dogs,positive,72
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,44286.64167,video,technology,positive,70
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,44232.70833,video,technology,positive,75
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,44246.68681,video,technology,positive,60
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,44037,video,technology,negative,12
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,44025.10972,photo,soccer,positive,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,44209.54931,photo,soccer,neutral,20
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,44198.69861,photo,soccer,negative,12
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,44161.10069,photo,soccer,positive,45
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,44068.80417,photo,soccer,positive,70
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,44228.01042,photo,soccer,negative,5
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,44351.60833,photo,soccer,positive,65
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,44062.56806,photo,soccer,positive,72
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,44308.08889,photo,soccer,positive,70
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,44008.43958,photo,soccer,positive,75
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,44058.76111,photo,soccer,positive,50
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,44161.57083,photo,soccer,positive,65
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,44300.03889,photo,public speaking,positive,70
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,44033.89375,photo,public speaking,neutral,20
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,44284.28958,photo,public speaking,negative,10
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,44336.67431,photo,public speaking,positive,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,44137.25625,photo,public speaking,positive,50
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,44128.65069,photo,public speaking,neutral,20
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,44081.6125,photo,public speaking,positive,60
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44259.11528,photo,public speaking,negative,15
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,44203.58889,photo,public speaking,positive,72
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,44018.47083,photo,public speaking,neutral,35
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,44282.20556,photo,public speaking,positive,50
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,44156.89236,photo,public speaking,positive,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,44065.05903,photo,public speaking,positive,70
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,44361.48958,photo,public speaking,neutral,35
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,44027.81111,photo,public speaking,negative,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,44276.61042,photo,public speaking,positive,45
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,44293.13542,photo,public speaking,positive,75
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,44310.28889,photo,public speaking,positive,70
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,44104.58681,photo,public speaking,positive,60
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,44031.81111,photo,public speaking,positive,60
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44217.29722,photo,public speaking,negative,15
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44227.575,photo,public speaking,negative,15
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,44189.14167,photo,public speaking,negative,5
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,44343.07222,photo,public speaking,negative,0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,44240.17639,photo,public speaking,negative,0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,44026.19167,photo,public speaking,positive,72
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,44027.66875,photo,public speaking,negative,10
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,44112.72431,photo,public speaking,positive,50
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,44147.99653,photo,public speaking,positive,60
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,44248.20903,photo,public speaking,positive,70
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,44021.37361,photo,public speaking,positive,45
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,44008.98958,photo,public speaking,positive,72
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,44155.55417,photo,public speaking,negative,12
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,44345.89861,photo,public speaking,positive,50
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,44249.11667,photo,public speaking,neutral,20
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44203.77708,photo,public speaking,negative,15
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,44105.63194,photo,public speaking,positive,72
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,44156.35,photo,public speaking,negative,5
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44301.57639,photo,public speaking,negative,15
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,44012.05139,photo,public speaking,positive,65
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,44166.62917,photo,public speaking,positive,70
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,44142.03264,photo,public speaking,negative,15
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,44012.54722,GIF,science,positive,75
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,44047.13125,GIF,science,positive,60
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,44040.29236,GIF,science,positive,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,44129.11042,GIF,science,positive,75
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,44017.15069,GIF,science,negative,12
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,44314.63611,GIF,science,positive,70
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,44227.0375,GIF,science,neutral,20
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,44072.48403,GIF,science,positive,72
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,44119.50625,GIF,science,positive,45
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,44045.88889,GIF,science,positive,65
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,44135.90694,GIF,science,negative,15
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,44116.40278,GIF,science,positive,60
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,44177.51528,GIF,science,positive,70
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,44205.69236,GIF,science,positive,50
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,44066.19375,GIF,science,negative,5
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,44187.18056,GIF,science,positive,65
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,44142.36736,GIF,science,negative,0
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,44303.94792,GIF,science,positive,72
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,44307.01458,GIF,science,negative,15
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,44031.43958,GIF,science,positive,45
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,44018.08889,GIF,science,positive,45
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,44281.2375,GIF,science,positive,65
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,44087.475,GIF,tennis,positive,70
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,44224.87917,GIF,tennis,negative,12
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,44216.05208,GIF,tennis,neutral,20
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,44077.05208,GIF,tennis,positive,75
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,44205.44861,GIF,tennis,negative,12
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,44093.93681,GIF,tennis,neutral,20
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,44345.30625,GIF,tennis,positive,75
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,44331.79444,GIF,tennis,negative,12
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,44058.51875,GIF,tennis,positive,45
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,44286.66042,GIF,tennis,negative,0
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,44242.14722,GIF,tennis,neutral,35
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,44284.79375,GIF,tennis,negative,15
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,44041.44444,GIF,tennis,negative,15
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,44324.57431,GIF,tennis,negative,5
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,44141.10833,GIF,tennis,positive,60
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,44037.68819,GIF,tennis,positive,75
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,44169.03889,GIF,tennis,negative,12
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,44096.08889,GIF,tennis,positive,75
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,44017.24306,GIF,tennis,negative,5
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,44124.50764,GIF,tennis,positive,70
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,44207.25139,GIF,tennis,positive,60
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,44255.32708,GIF,tennis,positive,70
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,44171.57292,GIF,tennis,positive,45
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,44321.4125,GIF,tennis,neutral,35
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,44070.775,GIF,tennis,positive,30
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,44119.06181,GIF,tennis,positive,60
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,44211.48125,GIF,tennis,neutral,35
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,44256.85139,GIF,tennis,positive,45
